championnat,saison,equipe
Premier League,2022-2023,Tottenham
Premier League,2022-2023,West Ham
Premier League,2022-2023,"West Ham,Wolverhampton Wanderers"
Premier League,2022-2023,Wolverhampton Wanderers
Premier League,2023-2024,Arsenal
Premier League,2023-2024,Aston Villa
Premier League,2023-2024,"Aston Villa,Sheffield United"
Premier League,2023-2024,Bournemouth
Premier League,2023-2024,Brentford
Premier League,2023-2024,"Brentford,Everton"
Premier League,2023-2024,"Brentford,Manchester United"
Premier League,2023-2024,Brighton
Premier League,2023-2024,Burnley
Premier League,2023-2024,Chelsea
Premier League,2023-2024,"Chelsea,Fulham"
Premier League,2023-2024,"Chelsea,Manchester City"
Premier League,2023-2024,Crystal Palace
Premier League,2023-2024,Everton
Premier League,2023-2024,"Everton,Fulham"
Premier League,2023-2024,Fulham
Premier League,2023-2024,Liverpool
Premier League,2023-2024,Luton
Premier League,2023-2024,Manchester City
Premier League,2023-2024,"Manchester City,Sheffield United"
Premier League,2023-2024,"Manchester City,West Ham"
Premier League,2023-2024,"Manchester City,Wolverhampton Wanderers"
Premier League,2023-2024,Manchester United
Premier League,2023-2024,Newcastle United
Premier League,2023-2024,Nottingham Forest
Premier League,2023-2024,"Nottingham Forest,Tottenham"
Premier League,2023-2024,Sheffield United
Premier League,2023-2024,Tottenham
Premier League,2023-2024,West Ham
Premier League,2023-2024,Wolverhampton Wanderers
Premier League,2024-2025,Arsenal
Premier League,2024-2025,"Arsenal,Fulham"
Premier League,2024-2025,Aston Villa
Premier League,2024-2025,"Aston Villa,Chelsea"
Premier League,2024-2025,"Aston Villa,Ipswich"
Premier League,2024-2025,"Aston Villa,Manchester United"
Premier League,2024-2025,Bournemouth
Premier League,2024-2025,Brentford
Premier League,2024-2025,Brighton
Premier League,2024-2025,"Brighton,Ipswich"
Premier League,2024-2025,"Brighton,West Ham"
Premier League,2024-2025,Chelsea
Premier League,2024-2025,"Chelsea,Crystal Palace"
Premier League,2024-2025,Crystal Palace
Premier League,2024-2025,"Crystal Palace,Fulham"
Premier League,2024-2025,"Crystal Palace,Leicester"
Premier League,2024-2025,Everton
Premier League,2024-2025,"Everton,Southampton"
Premier League,2024-2025,Fulham
Premier League,2024-2025,Ipswich
Premier League,2024-2025,Leicester
Premier League,2024-2025,Liverpool
Premier League,2024-2025,Manchester City
Premier League,2024-2025,Manchester United
Premier League,2024-2025,Newcastle United
Premier League,2024-2025,Nottingham Forest
Premier League,2024-2025,"Nottingham Forest,West Ham"
Premier League,2024-2025,Southampton
Premier League,2024-2025,Tottenham
Premier League,2024-2025,West Ham
Premier League,2024-2025,Wolverhampton Wanderers
Premier League,2025-2026,Arsenal
Premier League,2025-2026,"Arsenal,Crystal Palace"
Premier League,2025-2026,Aston Villa
Premier League,2025-2026,"Aston Villa,Crystal Palace"
Premier League,2025-2026,"Aston Villa,Liverpool"
Premier League,2025-2026,"Aston Villa,Nottingham Forest"
Premier League,2025-2026,Bournemouth
Premier League,2025-2026,"Bournemouth,Manchester City"
Premier League,2025-2026,Brentford
Premier League,2025-2026,Brighton
Premier League,2025-2026,Burnley
Premier League,2025-2026,"Burnley,West Ham"
Premier League,2025-2026,Chelsea
Premier League,2025-2026,"Chelsea,Everton"
Premier League,2025-2026,"Chelsea,Leeds"
Premier League,2025-2026,"Chelsea,Sunderland"
Premier League,2025-2026,Crystal Palace
Premier League,2025-2026,"Crystal Palace,Manchester City"
Premier League,2025-2026,"Crystal Palace,Tottenham"
Premier League,2025-2026,"Crystal Palace,Wolverhampton Wanderers"
Premier League,2025-2026,Everton
Premier League,2025-2026,Fulham
Premier League,2025-2026,"Fulham,Manchester City"
Premier League,2025-2026,"Fulham,West Ham"
Premier League,2025-2026,Leeds
Premier League,2025-2026,Liverpool
Premier League,2025-2026,Manchester City
Premier League,2025-2026,Manchester United
Premier League,2025-2026,Newcastle United
Premier League,2025-2026,Nottingham Forest
Premier League,2025-2026,Sunderland
Premier League,2025-2026,Tottenham
Premier League,2025-2026,West Ham
Premier League,2025-2026,Wolverhampton Wanderers
Serie A,2020-2021,AC Milan
Serie A,2020-2021,"AC Milan,Lazio"
Serie A,2020-2021,"AC Milan,Parma Calcio 1913"
Serie A,2020-2021,"AC Milan,Torino"
Serie A,2020-2021,Atalanta
Serie A,2020-2021,"Atalanta,Benevento,Sampdoria"
Serie A,2020-2021,Benevento
Serie A,2020-2021,Bologna
Serie A,2020-2021,"Bologna,Cagliari"
Serie A,2020-2021,Cagliari
Serie A,2020-2021,"Cagliari,Crotone"
Serie A,2020-2021,"Cagliari,Fiorentina"
Serie A,2020-2021,"Cagliari,Inter"
Serie A,2020-2021,"Cagliari,Spezia"
Serie A,2020-2021,Crotone
Serie A,2020-2021,"Crotone,Parma Calcio 1913"
Serie A,2020-2021,"Crotone,Verona"
Serie A,2020-2021,Fiorentina
Serie A,2020-2021,"Fiorentina,Juventus"
Serie A,2020-2021,"Fiorentina,Napoli"
Serie A,2020-2021,"Fiorentina,Spezia"
Serie A,2020-2021,"Fiorentina,Verona"
Serie A,2020-2021,Genoa
Serie A,2020-2021,"Genoa,Juventus"
Serie A,2020-2021,"Genoa,Parma Calcio 1913"
Serie A,2020-2021,"Genoa,Verona"
Serie A,2020-2021,Inter
Serie A,2020-2021,"Inter,Parma Calcio 1913"
Serie A,2020-2021,Juventus
Serie A,2020-2021,Lazio
Serie A,2020-2021,Napoli
Serie A,2020-2021,"Napoli,Udinese"
Serie A,2020-2021,Parma Calcio 1913
Serie A,2020-2021,Roma
Serie A,2020-2021,Sampdoria
Serie A,2020-2021,"Sampdoria,Torino"
Serie A,2020-2021,Sassuolo
Serie A,2020-2021,Spezia
Serie A,2020-2021,Torino
Serie A,2020-2021,"Torino,Udinese"
Serie A,2020-2021,Udinese
Serie A,2020-2021,"Udinese,Verona"
Serie A,2020-2021,Verona
Serie A,2021-2022,AC Milan
Serie A,2021-2022,"AC Milan,Sampdoria"
Serie A,2021-2022,"AC Milan,Torino"
Serie A,2021-2022,Atalanta
Serie A,2021-2022,"Atalanta,Cagliari"
Serie A,2021-2022,"Atalanta,Genoa"
Serie A,2021-2022,"Atalanta,Inter"
Serie A,2021-2022,"Atalanta,Sassuolo"
Serie A,2021-2022,Bologna
Serie A,2021-2022,Cagliari
Serie A,2021-2022,"Cagliari,Sassuolo"
Serie A,2021-2022,"Cagliari,Torino"
Serie A,2021-2022,"Cagliari,Verona"
Serie A,2021-2022,Empoli
Serie A,2021-2022,"Empoli,Fiorentina"
Serie A,2021-2022,"Empoli,Sampdoria"
Serie A,2021-2022,"Empoli,Torino"
Serie A,2021-2022,Fiorentina
Serie A,2021-2022,"Fiorentina,Juventus"
Serie A,2021-2022,Genoa
Serie A,2021-2022,"Genoa,Inter"
Serie A,2021-2022,"Genoa,Roma"
Serie A,2021-2022,Inter
Serie A,2021-2022,"Inter,Sampdoria"
Serie A,2021-2022,Juventus
Serie A,2021-2022,Lazio
Serie A,2021-2022,"Lazio,Verona"
Serie A,2021-2022,Napoli
Serie A,2021-2022,Roma
Serie A,2021-2022,Salernitana
Serie A,2021-2022,"Salernitana,Sampdoria"
Serie A,2021-2022,"Salernitana,Torino"
Serie A,2021-2022,"Salernitana,Venezia"
Serie A,2021-2022,Sampdoria
Serie A,2021-2022,"Sampdoria,Sassuolo"
Serie A,2021-2022,"Sampdoria,Torino"
Serie A,2021-2022,"Sampdoria,Verona"
Serie A,2021-2022,Sassuolo
Serie A,2021-2022,Spezia
Serie A,2021-2022,Torino
Serie A,2021-2022,Udinese
Serie A,2021-2022,Venezia
Serie A,2021-2022,Verona
Serie A,2022-2023,AC Milan
Serie A,2022-2023,Atalanta
Serie A,2022-2023,"Atalanta,Sassuolo"
Serie A,2022-2023,"Atalanta,Udinese"
Serie A,2022-2023,Bologna
Serie A,2022-2023,"Bologna,Empoli"
Serie A,2022-2023,"Bologna,Sassuolo"
Serie A,2022-2023,Cremonese
Serie A,2022-2023,"Cremonese,Fiorentina"
Serie A,2022-2023,"Cremonese,Sampdoria"
Serie A,2022-2023,Empoli
Serie A,2022-2023,"Empoli,Sampdoria"
Serie A,2022-2023,"Empoli,Sassuolo"
Serie A,2022-2023,"Empoli,Verona"
Serie A,2022-2023,Fiorentina
Serie A,2022-2023,"Fiorentina,Lecce"
Serie A,2022-2023,"Fiorentina,Napoli"
Serie A,2022-2023,"Fiorentina,Spezia"
Serie A,2022-2023,"Fiorentina,Verona"
Serie A,2022-2023,Inter
Serie A,2022-2023,Juventus
Serie A,2022-2023,"Juventus,Monza"
Serie A,2022-2023,Lazio
Serie A,2022-2023,Lecce
Serie A,2022-2023,Monza
Serie A,2022-2023,Napoli
Serie A,2022-2023,"Napoli,Sampdoria"
Serie A,2022-2023,"Napoli,Sassuolo"
Serie A,2022-2023,Roma
Serie A,2022-2023,"Roma,Spezia"
Serie A,2022-2023,Salernitana
Serie A,2022-2023,Sampdoria
Serie A,2022-2023,"Sampdoria,Torino"
Serie A,2022-2023,"Sampdoria,Udinese"
Serie A,2022-2023,"Sampdoria,Verona"
Serie A,2022-2023,Sassuolo
Serie A,2022-2023,Spezia
Serie A,2022-2023,Torino
Serie A,2022-2023,"Torino,Verona"
Serie A,2022-2023,Udinese
Serie A,2022-2023,Verona
Serie A,2023-2024,AC Milan
Serie A,2023-2024,"AC Milan,Salernitana"
Serie A,2023-2024,"AC Milan,Verona"
Serie A,2023-2024,Atalanta
Serie A,2023-2024,"Atalanta,Frosinone"
Serie A,2023-2024,"Atalanta,Torino"
Serie A,2023-2024,"Atalanta,Verona"
Serie A,2023-2024,Bologna
Serie A,2023-2024,"Bologna,Frosinone"
Serie A,2023-2024,Cagliari
Serie A,2023-2024,"Cagliari,Fiorentina"
Serie A,2023-2024,"Cagliari,Napoli"
Serie A,2023-2024,Empoli
Serie A,2023-2024,"Empoli,Lecce"
Serie A,2023-2024,"Empoli,Monza"
Serie A,2023-2024,"Empoli,Roma"
Serie A,2023-2024,Fiorentina
Serie A,2023-2024,"Fiorentina,Roma"
Serie A,2023-2024,"Fiorentina,Sassuolo"
Serie A,2023-2024,"Fiorentina,Verona"
Serie A,2023-2024,Frosinone
Serie A,2023-2024,"Frosinone,Torino"
Serie A,2023-2024,Genoa
Serie A,2023-2024,"Genoa,Monza"
Serie A,2023-2024,"Genoa,Salernitana"
Serie A,2023-2024,Inter
Serie A,2023-2024,Juventus
Serie A,2023-2024,"Juventus,Roma"
Serie A,2023-2024,Lazio
Serie A,2023-2024,Lecce
Serie A,2023-2024,Monza
Serie A,2023-2024,"Monza,Napoli"
Serie A,2023-2024,"Monza,Verona"
Serie A,2023-2024,Napoli
Serie A,2023-2024,"Napoli,Salernitana"
Serie A,2023-2024,"Napoli,Verona"
Serie A,2023-2024,Roma
Serie A,2023-2024,Salernitana
Serie A,2023-2024,"Salernitana,Torino"
Serie A,2023-2024,Sassuolo
Serie A,2023-2024,"Sassuolo,Verona"
Serie A,2023-2024,Torino
Serie A,2023-2024,"Torino,Udinese"
Serie A,2023-2024,Udinese
Serie A,2023-2024,Verona
Serie A,2024-2025,AC Milan
Serie A,2024-2025,"AC Milan,Bologna"
Serie A,2024-2025,"AC Milan,Fiorentina"
Serie A,2024-2025,"AC Milan,Monza"
Serie A,2024-2025,"AC Milan,Napoli"
Serie A,2024-2025,"AC Milan,Roma"
Serie A,2024-2025,Atalanta
Serie A,2024-2025,"Atalanta,Bologna"
Serie A,2024-2025,"Atalanta,Fiorentina"
Serie A,2024-2025,"Atalanta,Monza"
Serie A,2024-2025,"Atalanta,Torino"
Serie A,2024-2025,Bologna
Serie A,2024-2025,"Bologna,Lazio"
Serie A,2024-2025,"Bologna,Lecce"
Serie A,2024-2025,"Bologna,Monza"
Serie A,2024-2025,Cagliari
Serie A,2024-2025,"Cagliari,Napoli"
Serie A,2024-2025,Como
Serie A,2024-2025,"Como,Fiorentina"
Serie A,2024-2025,"Como,Lecce"
Serie A,2024-2025,"Como,Torino"
Serie A,2024-2025,Empoli
Serie A,2024-2025,"Empoli,Fiorentina"
Serie A,2024-2025,"Empoli,Torino"
Serie A,2024-2025,Fiorentina
Serie A,2024-2025,"Fiorentina,Juventus"
Serie A,2024-2025,"Fiorentina,Monza"
Serie A,2024-2025,"Fiorentina,Napoli"
Serie A,2024-2025,"Fiorentina,Torino"
Serie A,2024-2025,Genoa
Serie A,2024-2025,"Genoa,Parma Calcio 1913"
Serie A,2024-2025,"Genoa,Venezia"
Serie A,2024-2025,Inter
Serie A,2024-2025,"Inter,Monza"
Serie A,2024-2025,"Inter,Roma"
Serie A,2024-2025,Juventus
Serie A,2024-2025,Lazio
Serie A,2024-2025,"Lazio,Monza"
Serie A,2024-2025,"Lazio,Verona"
Serie A,2024-2025,Lecce
Serie A,2024-2025,Monza
Serie A,2024-2025,"Monza,Parma Calcio 1913"
Serie A,2024-2025,"Monza,Venezia"
Serie A,2024-2025,Napoli
Serie A,2024-2025,"Napoli,Venezia"
Serie A,2024-2025,Parma Calcio 1913
Serie A,2024-2025,Roma
Serie A,2024-2025,Torino
Serie A,2024-2025,Udinese
Serie A,2024-2025,Venezia
Serie A,2024-2025,Verona
Serie A,2025-2026,AC Milan
Serie A,2025-2026,"AC Milan,Atalanta"
Serie A,2025-2026,Atalanta
Serie A,2025-2026,"Atalanta,Fiorentina"
Serie A,2025-2026,"Atalanta,Lazio"
Serie A,2025-2026,Bologna
Serie A,2025-2026,"Bologna,Cagliari"
Serie A,2025-2026,"Bologna,Fiorentina"
Serie A,2025-2026,"Bologna,Juventus"
Serie A,2025-2026,Cagliari
Serie A,2025-2026,"Cagliari,Cremonese"
Serie A,2025-2026,"Cagliari,Torino"
Serie A,2025-2026,Como
Serie A,2025-2026,Cremonese
Serie A,2025-2026,"Cremonese,Genoa"
Serie A,2025-2026,"Cremonese,Lecce"
Serie A,2025-2026,"Cremonese,Parma Calcio 1913"
Serie A,2025-2026,Fiorentina
Serie A,2025-2026,"Fiorentina,Juventus"
Serie A,2025-2026,"Fiorentina,Parma Calcio 1913"
Serie A,2025-2026,Genoa
Serie A,2025-2026,"Genoa,Roma"
Serie A,2025-2026,Inter
Serie A,2025-2026,Juventus
Serie A,2025-2026,Lazio
Serie A,2025-2026,Lecce
Serie A,2025-2026,"Lecce,Sassuolo"
Serie A,2025-2026,Napoli
Serie A,2025-2026,"Napoli,Torino"
Serie A,2025-2026,"Napoli,Verona"
Serie A,2025-2026,Parma Calcio 1913
Serie A,2025-2026,Pisa
Serie A,2025-2026,"Pisa,Sassuolo"
Serie A,2025-2026,Roma
Serie A,2025-2026,Sassuolo
Serie A,2025-2026,Torino
Serie A,2025-2026,"Torino,Verona"
Serie A,2025-2026,Udinese
Serie A,2025-2026,"Udinese,Verona"
Serie A,2025-2026,Verona
Ligue des champions,2020-2021,RB Salzburg
Ligue des champions,2020-2021,Lokomotiv Moskva
Ligue des champions,2020-2021,Bayern Munich
Ligue des champions,2020-2021,Ath Madrid
Ligue des champions,2020-2021,Real Madrid
Ligue des champions,2020-2021,Shakhtar Donetsk
Ligue des champions,2020-2021,Inter
Ligue des champions,2020-2021,Bor. Mönchengladbach
Ligue des champions,2020-2021,Man City
Ligue des champions,2020-2021,FC Porto
Ligue des champions,2020-2021,Olympiakos Piraeus
Ligue des champions,2020-2021,Olympique Marseille
Ligue des champions,2020-2021,Ajax
Ligue des champions,2020-2021,Liverpool
Ligue des champions,2020-2021,FC Midtjylland
Ligue des champions,2020-2021,Atalanta
Ligue des champions,2020-2021,Chelsea
Ligue des champions,2020-2021,Sevilla
Ligue des champions,2020-2021,Stade Rennais
Ligue des champions,2020-2021,FK Krasnodar
Ligue des champions,2020-2021,Zenit St. Petersburg
Ligue des champions,2020-2021,Club Brugge
Ligue des champions,2020-2021,Lazio Roma
Ligue des champions,2020-2021,Dortmund
Ligue des champions,2020-2021,Dinamo Kiev
Ligue des champions,2020-2021,Juventus
Ligue des champions,2020-2021,Barcelona
Ligue des champions,2020-2021,Ferencvárosi TC
Ligue des champions,2020-2021,RB Leipzig
Ligue des champions,2020-2021,İstanbul Başakşehir
Ligue des champions,2020-2021,Paris SG
Ligue des champions,2020-2021,Man United
Ligue des champions,2021-2022,Man City
Ligue des champions,2021-2022,RB Leipzig
Ligue des champions,2021-2022,Club Brugge
Ligue des champions,2021-2022,Paris SG
Ligue des champions,2021-2022,Ath Madrid
Ligue des champions,2021-2022,FC Porto
Ligue des champions,2021-2022,Liverpool
Ligue des champions,2021-2022,Milan
Ligue des champions,2021-2022,Beşiktaş
Ligue des champions,2021-2022,Dortmund
Ligue des champions,2021-2022,Sporting
Ligue des champions,2021-2022,Ajax
Ligue des champions,2021-2022,FC Sheriff
Ligue des champions,2021-2022,Shakhtar Donetsk
Ligue des champions,2021-2022,Inter
Ligue des champions,2021-2022,Real Madrid
Ligue des champions,2021-2022,Barcelona
Ligue des champions,2021-2022,Bayern Munich
Ligue des champions,2021-2022,Dinamo Kiev
Ligue des champions,2021-2022,Benfica
Ligue des champions,2021-2022,BSC Young Boys
Ligue des champions,2021-2022,Man United
Ligue des champions,2021-2022,Villarreal
Ligue des champions,2021-2022,Atalanta
Ligue des champions,2021-2022,Sevilla
Ligue des champions,2021-2022,RB Salzburg
Ligue des champions,2021-2022,Lille
Ligue des champions,2021-2022,VfL Wolfsburg
Ligue des champions,2021-2022,Chelsea
Ligue des champions,2021-2022,Zenit St. Petersburg
Ligue des champions,2021-2022,Malmö FF
Ligue des champions,2021-2022,Juventus
Ligue des champions,2022-2023,Ajax
Ligue des champions,2022-2023,Rangers FC
Ligue des champions,2022-2023,Napoli
Ligue des champions,2022-2023,Liverpool
Ligue des champions,2022-2023,Ath Madrid
Ligue des champions,2022-2023,FC Porto
Ligue des champions,2022-2023,Club Brugge
Ligue des champions,2022-2023,Leverkusen
Ligue des champions,2022-2023,Inter
Ligue des champions,2022-2023,Bayern Munich
Ligue des champions,2022-2023,Barcelona
Ligue des champions,2022-2023,Viktoria Plzeň
Ligue des champions,2022-2023,Ein Frankfurt
Ligue des champions,2022-2023,Sporting
Ligue des champions,2022-2023,Tottenham
Ligue des champions,2022-2023,Olympique Marseille
Ligue des champions,2022-2023,Dinamo Zagreb
Ligue des champions,2022-2023,Chelsea
Ligue des champions,2022-2023,RB Salzburg
Ligue des champions,2022-2023,Milan
Ligue des champions,2022-2023,Celtic FC
Ligue des champions,2022-2023,Real Madrid
Ligue des champions,2022-2023,RB Leipzig
Ligue des champions,2022-2023,Shakhtar Donetsk
Ligue des champions,2022-2023,Dortmund
Ligue des champions,2022-2023,Copenhagen
Ligue des champions,2022-2023,Sevilla
Ligue des champions,2022-2023,Man City
Ligue des champions,2022-2023,Paris SG
Ligue des champions,2022-2023,Juventus
Ligue des champions,2022-2023,Benfica
Ligue des champions,2022-2023,Maccabi Haifa
Ligue des champions,2023-2024,Milan
Ligue des champions,2023-2024,Newcastle
Ligue des champions,2023-2024,BSC Young Boys
Ligue des champions,2023-2024,RB Leipzig
Ligue des champions,2023-2024,SS Lazio
Ligue des champions,2023-2024,Ath Madrid
Ligue des champions,2023-2024,Feyenoord Rotterdam
Ligue des champions,2023-2024,Celtic FC
Ligue des champions,2023-2024,Paris SG
Ligue des champions,2023-2024,Dortmund
Ligue des champions,2023-2024,Man City
Ligue des champions,2023-2024,FK Crvena Zvezda
Ligue des champions,2023-2024,Barcelona
Ligue des champions,2023-2024,Royal Antwerp FC
Ligue des champions,2023-2024,FK Shakhtar Donetsk
Ligue des champions,2023-2024,FC Porto
Ligue des champions,2023-2024,Real Madrid
Ligue des champions,2023-2024,1. FC Union Berlin
Ligue des champions,2023-2024,Galatasaray
Ligue des champions,2023-2024,Copenhagen
Ligue des champions,2023-2024,Sevilla
Ligue des champions,2023-2024,Racing Club de Lens
Ligue des champions,2023-2024,Sporting Clube de Braga
Ligue des champions,2023-2024,Napoli
Ligue des champions,2023-2024,Real Sociedad de Fútbol
Ligue des champions,2023-2024,Inter
Ligue des champions,2023-2024,Benfica
Ligue des champions,2023-2024,FC Red Bull Salzburg
Ligue des champions,2023-2024,Bayern Munich
Ligue des champions,2023-2024,Man United
Ligue des champions,2023-2024,Arsenal
Ligue des champions,2023-2024,PSV
Ligue des champions,2024-2025,BSC Young Boys
Ligue des champions,2024-2025,Aston Villa
Ligue des champions,2024-2025,Juventus
Ligue des champions,2024-2025,PSV
Ligue des champions,2024-2025,Sporting
Ligue des champions,2024-2025,Lille
Ligue des champions,2024-2025,Bayern Munich
Ligue des champions,2024-2025,GNK Dinamo Zagreb
Ligue des champions,2024-2025,Real Madrid
Ligue des champions,2024-2025,Stuttgart
Ligue des champions,2024-2025,Milan
Ligue des champions,2024-2025,Liverpool
Ligue des champions,2024-2025,Bologna FC 1909
Ligue des champions,2024-2025,FK Shakhtar Donetsk
Ligue des champions,2024-2025,AC Sparta Praha
Ligue des champions,2024-2025,FC Red Bull Salzburg
Ligue des champions,2024-2025,Man City
Ligue des champions,2024-2025,Inter
Ligue des champions,2024-2025,Paris SG
Ligue des champions,2024-2025,Girona
Ligue des champions,2024-2025,Club Brugge
Ligue des champions,2024-2025,Dortmund
Ligue des champions,2024-2025,Celtic FC
Ligue des champions,2024-2025,ŠK Slovan Bratislava
Ligue des champions,2024-2025,Feyenoord Rotterdam
Ligue des champions,2024-2025,Leverkusen
Ligue des champions,2024-2025,FK Crvena Zvezda
Ligue des champions,2024-2025,Benfica
Ligue des champions,2024-2025,Monaco
Ligue des champions,2024-2025,Barcelona
Ligue des champions,2024-2025,Brest
Ligue des champions,2024-2025,SK Sturm Graz
Ligue des champions,2024-2025,Atalanta
Ligue des champions,2024-2025,Arsenal
Ligue des champions,2024-2025,Ath Madrid
Ligue des champions,2024-2025,RB Leipzig
Ligue des champions,2025-2026,Ath Bilbao
Ligue des champions,2025-2026,Arsenal
Ligue des champions,2025-2026,PSV
Ligue des champions,2025-2026,Union SG
Ligue des champions,2025-2026,Juventus
Ligue des champions,2025-2026,Dortmund
Ligue des champions,2025-2026,Benfica
Ligue des champions,2025-2026,Qarabag
Ligue des champions,2025-2026,Tottenham
Ligue des champions,2025-2026,Villarreal
Ligue des champions,2025-2026,Real Madrid
Ligue des champions,2025-2026,Marseille
Ligue des champions,2025-2026,Slavia Prague
Ligue des champions,2025-2026,Bodo/Glimt
Ligue des champions,2025-2026,Olympiacos
Ligue des champions,2025-2026,Paphos
Ligue des champions,2025-2026,Ajax
Ligue des champions,2025-2026,Inter
Ligue des champions,2025-2026,Liverpool
Ligue des champions,2025-2026,Ath Madrid
Ligue des champions,2025-2026,Paris SG
Ligue des champions,2025-2026,Atalanta
Ligue des champions,2025-2026,Bayern Munich
Ligue des champions,2025-2026,Chelsea
Ligue des champions,2025-2026,Copenhagen
Ligue des champions,2025-2026,Leverkusen
Ligue des champions,2025-2026,Club Brugge
Ligue des champions,2025-2026,Monaco
Ligue des champions,2025-2026,Newcastle
Ligue des champions,2025-2026,Barcelona
Ligue des champions,2025-2026,Man City
Ligue des champions,2025-2026,Napoli
Ligue des champions,2025-2026,Ein Frankfurt
Ligue des champions,2025-2026,Galatasaray
Ligue des champions,2025-2026,Sporting
Ligue des champions,2025-2026,Kairat
